job_id,published_date,title,description,career_page_name,type,application_deadline,is_remote_work,city,state,country,job_url,disabilities,workplace_type,submitted
6921179,2024-03-29T01:38:43.971Z,Analista de Logística PL,"Na Britvic Brasil trabalhamos com a missão de nos tornarmos a empresa de bebidas não alcoólicas mais dinâmica do mundo para criar um amanhã melhor, com o propósito de estar sempre aproveitando os momentos da vida. Aqui, #SomosOusados para atingir todos os dias resultados inovadores. #SomosÁgeis e vencemos a complexidade para criar novas oportunidades. Buscamos trabalhar todos os dias guiados pelo sentimento de ownership, pois todos #SomosDonos do agora e do futuro da nossa companhia. #NósCuidamos de nossas marcas, do nosso papel na sociedade e do impacto no planeta. Mas, acima de tudo, é a felicidade do nosso time que sempre vêm em Rprimeiro lugar, por isso acreditamos verdadeiramente que #JuntosSomosMaisFortes.Responsabilidades e atribuiçõesRealizar análises de custo de frete. Verificar e conferir pagamentos de frete. Criar e atualizar os indicadores do setor de logística, mapear pontos de melhoria e novos projetos, a fim de garantir excelência operacional. Atuar no pilar logística contribuindo com todos os membros da equipe acompanhando os desenvolvimentos e dando suporte ao time quando necessário.Requisitos e qualificaçõesEnsino Técnico ou Superior cursando ou completo nas áreas: Administração, Logística, Engenharias ou cursos afins é essencial; Conhecimento intermediário de Pacote Office – Word, Excel e Power Point é essencial; Ensino Médio completo e curso técnico completo (logística e áreas afins) é essencial. Conhecimento em leitura e experiência em custos de frete é altamente desejável.Informações adicionaisBenefícios Remuneração Fixa: R$ Plano de Saúde - Unimed Seguro de Vida Convênio Gympass Refeição no local Parceiros de descontos Vale Alimentação Cartão Farmácia Convênio Odontológico",Britvic Brasil,vacancy_type_effective,,False,Araguari,Minas Gerais,Brasil,https://vemprabritvicbrasil.gupy.io/job/eyJqb2JJZCI6NjkyMTE3OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,on-site,True
6949480,2024-03-29T01:08:44.838Z,Analista de Growth Sênior,"A missão do Analista de Growth é impulsionar o crescimento exponencial e sustentável da nossa empresa no segmento B2C, empregando táticas avançadas de growth hacking sustentadas por uma análise de dados profunda e perspicaz. Este papel é vital para descobrir e capitalizar oportunidades de crescimento emergentes, com um enfoque especial em pilares cruciais como aquisição de clientes, retenção, engajamento e otimização da geração de receita. Através da execução de estratégias de marketing digital inovadoras e baseadas em evidências e experimentos, o Analista de Growth visa não somente atingir, mas exceder as metas corporativas. A experimentação rápida, a implementação de hacks de crescimento para aquisição viral de usuários e a otimização meticulosa do funil de conversão formam a espinha dorsal de um esforço para impulsionar o crescimento e amplificar o nosso impacto no mercado.Em sua jornada, o Analista de Growth adotará uma abordagem estratégica para o marketing digital, empregando uma mistura de SEO, marketing de conteúdo, mídia paga e orgânica, entre outras táticas de growth hacking, sempre com um foco preciso no segmento B2C. Este profissional será responsável por transformar insights de mercado e análises de comportamento do consumidor em ações estratégicas que impulsionam o crescimento robusto e o sucesso da empresa no ecossistema digital. Responsabilidades e atribuiçõesDesenvolver o plano estratégico de growth hacking alinhado aos objetivos de negócios da empresa, identificar e priorizar canais de aquisição de clientes para testes e otimização, e estabelecer KPIs claros e mensuráveis para acompanhar o sucesso das iniciativas de crescimento.Analisar dados de várias fontes para identificar tendências, insights e oportunidades de crescimento. Utilizar análise preditiva e modelagem de dados para informar decisões estratégicas e apresentar relatórios de desempenho regularmente, traduzindo dados complexos em insights acionáveis para a equipe executiva.Implementar campanhas de growth hacking across-channel, utilizando técnicas como SEO, marketing de conteúdo, e-mail marketing, marketing de mídia social, e publicidade paga. Realizar testes A/B contínuos para otimizar as conversões em todas as etapas do funil de vendas e acompanhar e analisar o desempenho das campanhas, ajustando as estratégias conforme necessário para maximizar o ROI.Liderar e fomentar o growth, promovendo uma cultura de inovação e experimentação. Manter-se atualizado com as últimas tendências e técnicas de growth hacking, aplicando aprendizados para melhorar continuamente as estratégias de crescimento.Planejar, implementar e gerenciar campanhas de mídia paga em plataformas como Google Ads, Facebook Ads, LinkedIn Ads e outras plataformas relevantes. Monitorar o orçamento das campanhas, ajustando os lances e a alocação de recursos para otimizar os resultados.Trabalhar em estreita colaboração com as equipes de marketing de conteúdo, SEO, e redes sociais para garantir uma estratégia de marketing digital coesa e integrada. Contribuir para o planejamento estratégico geral de marketing digital, assegurando que as campanhas de mídia paga estejam alinhadas com os objetivos gerais de marketing e negócios da empresa.Requisitos e qualificaçõesSólida experiência em marketing digital, com foco em SEO;Ter atuado no desenvolvimento e implementação de estratégias de SEO para melhorar o ranking orgânico dos sites da empresa.Possui visão de Growth, identificando oportunidades/alavancas e propondo iniciativas para impulsionar o crescimento, com foco em expandir a base de clientes e aumentar as vendas.Gerenciamento e otimização da presença da empresa em plataformas de e-commerce, garantindo uma experiência de compra eficaz para os clientes B2C.Colaborar com a equipe para desenvolver e executar campanhas eficazes de marketing digital, utilizando diversas ferramentas e canais.Gerenciar o CRM com foco no B2C, garantindo a coleta e análise de dados relevantes para informar as estratégias de marketing.Demonstrar criatividade na concepção de conteúdo e campanhas que cativem e envolvam o público-alvo.Informações adicionaisContratação: PJ;Modelo de trabalho: Híbrido 3x presencial (R. Verbo Divino, 528 - Chácara Santo Antônio)",Mind Lab ,vacancy_legal_entity,,False,São Paulo,São Paulo,Brasil,https://mindlab.gupy.io/job/eyJqb2JJZCI6Njk0OTQ4MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,hybrid,True
6953698,2024-03-29T00:34:41.374Z,Analista Sênior de Linha Ética ,"Faça parte da Mineração que Muda com o Mundo! Venha para a Nexa! 🧡Somos uma empresa que se conecta e integra seu negócio às necessidades da sociedade. Somos a mineração que muda com o mundo!Assim como nosso propósito, buscamos pessoas comprometidas e motivadas a darem o melhor de si, interessadas em crescer e liderar as mudanças, trabalhando com autonomia com responsabilidade, agilidade e performance e abertura e confiança!Procuramos um(a) Analista Sênior de Linha Ética para atuar em regime híbrido em nosso escritório em São Paulo/SP.Responsabilidades y atribucionesPromover treinamentos sobre a linha ética e esclarecer dúvidas sobre os registros do Canal.Analisar os casos recebidos pelos canais de comunicação disponibilizados pela Linha Ética Nexa, fazendo a avaliação prévia e crítica, solicitando informações adicionais aos relatores, quando necessário, para o melhor entendimento da denúncia;Liderar investigações de casos recebidos (cuidado e e respeito, fraude, conflito de interesses, diversidade e inclusão, saúde, segurança e meio ambiente e outros);Acompanhamento e monitoramento da tramitação dos casos (follow-up), com o devido controle dos relatos em tratativa (prazos, responsáveis, dias em aberto e documentação suporte);Requisitos y calificacionesQualificações NecessáriasGraduação em Direito, Administração, Psicologia, Economia, Contabilidade, Engenharia ou áreas correlatas.Experiência anterior em áreas de Compliance, Auditoria Interna, Controles Internos, Operação de Canais de Denúncias, Orientação em processos de investigações internas e execução das mesmas.Qualificações DesejáveisSAP, Pacote Office, Power BI, ACL;Certificação em Linha Ética/Ouvidoria, Compliance ou Investigação poderá ser considerado um diferencial;Conhecimentos em LGPD, Treinamento e Comunicação, Gestão de Conflito de Interesses, Gestão de Pessoas.Programas de Compliance/Integridade e Ética Empresarial.Inglês AvançadoEspanhol IntermediárioInformaciones adicionalesA Nexa acredita na promoção de um ambiente plural para que todos se sintam à vontade e confortáveis para serem do jeito que são.",#vempranexa Brasil ,vacancy_type_effective,2024-04-04T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,https://vempranexa.gupy.io/job/eyJqb2JJZCI6Njk1MzY5OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,hybrid,True
6945105,2024-03-29T00:02:11.522Z,Analista de Trade Marketing Pl,"A LEÃO, líder na categoria de CHÁS, e que valoriza a Diversidade e Inclusão, busca profissional para atuar como ANALISTA DE TRADE MARKETING PL em São Paulo.Seu conhecimento e suas habilidades de Gerenciamento de Categoria e foco em ações de Sell Out e visibilidade, ajudarão a alavancar o crescimento do nosso negócio e a prospecção de novos clientes e consumidores. Responsabilidades e atribuiçõesSuas principais responsabilidades serão:Análise de desempenho de vendas, revisão de sortimento e clusterização, indicação de planogramas visando a melhor experiência de compra);Análise de performance de canais, apurações de resultados (Nielsen, Scanntech) e ROI e tendências de mercadoDesenvolvimento de plano estratégico de vendas e JBPs nos clientes;Implementação de ações promocionais com foco em giro e rentabilidade (Sell In &amp; Sell Out);Visita a campo para identificação de oportunidades (mix, portfólio, competitividade, preço);Treinamentos e suporte ao time comercial e de clientes estratégicos;Suporte a projetos de Inovações da categoria;Suporte a realização em feiras e eventos comerciais.Requisitos e qualificaçõesPré-requisitos:Superior completo em Administração, Marketing, Publicidade e Propaganda, ou áreas relacionadasExperiência anterior com Gerenciamento de Categoria;Domínio do Pacote Office (Excel e Power Point Avançados)Disponibilidade para viagensConhecimento e uso de ferramentas de mercado como Nielsen, Neogrid e ScanntechInformações adicionaisCompletam o perfil:Facilidade de relacionamentoBoa Oratória/ComunicaçãoPró atividadeSenso analíticoAdaptabilidade a mudançasTambém oferecemos:VAVRAssistência MédicaAssistência OdontológicaSeguro de VidaPrevidência PrivadaHorário FlexívelModelo de trabalho híbridoTotalpassParticipação nos resultados",Leão,vacancy_type_effective,2024-04-20T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,https://leao.gupy.io/job/eyJqb2JJZCI6Njk0NTEwNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,hybrid,True
6948695,2024-03-28T23:02:32.748Z,Águas do Sertão - Analista em Combate a Perdas ,"Ressignificar o Agreste e o Sertão alagoano por meio do acesso universal ao saneamento básico: esse é o grande propósito da Águas do Sertão ao assumir a operação, nos próximos 35 anos, dos serviços de saneamento do Bloco B em Alagoas, representando 33,3% dos municípios beneficiados pela concessão em todo o Estado.Controlada pela Conasa Infraestrutura*, a Águas do Sertão nasceu com o compromisso de levar a água produzida pela Casal, além de esgotamento sanitário, a 34 municípios das regiões Sertão e Agreste de Alagoas.Com 1,89 bilhões previstos para obras ao longo desses anos, nosso compromisso é conectar 100% dos domicílios à rede de água até 2027 e 90% à rede coletora de esgoto até 2033.Com um time de aproximadamente 400 colaboradores contratados, a Águas do Sertão chega proporcionando uma melhor experiência ao cliente, com uma estrutura completa de atendimento presencial em todos os municípios, diversos canais, pontos de autoatendimento e novas opções de pagamento para trazer mais conforto e segurança à população.Mais do que desenvolvimento econômico e sustentável para Alagoas, a Águas do Sertão representa uma nova era de qualidade de vida e saúde para mais de 560 mil alagoanos da região. Se identificou? Venha fazer parte de nosso time.Aguardamos sua inscrição!Responsabilidades e atribuições Auxiliar no desenvolvimento de sistemas desde o back-end (codificação) até o front-end (design), realizando o serviço de montagem, depuração e testes de programas;Realizar consulta em banco de dados;Realizar, sob orientação, manutenção nos sistemas já desenvolvidos, garantindo sua integridade, através de eventuais correções e melhorias;Planejar as atividades com intuito de obter o melhor resultado;Acompanhar indicadores da área;Elaborar relatórios, planilhas e gráficos da área, compilando dados para acompanhamento sob orientação; Preencher e emitir documentos e solicitações internas da área, de acordo com normas e critérios definidos, encaminhando às áreas e pessoas envolvidas; Manter atualizados controles administrativos de sua área de atuação, desenvolvendo estudos e efetuando levantamentos, análises, programações, conferências e cálculos na realização de atividades administrativas;Prestar atendimento a clientes e fornecedores, solucionando dúvidas, fornecendo informações e orientações ou direcionando às pessoas indicadas;Realizar atividades e apoiar em todos os subsistemas de sua área;Administrar serviços através do sistema integrado.Requisitos e qualificaçõesEnsino Médio Completo; (Obrigatório);Ensino Técnico ou Superior; (Desejável);CNH - B(Desejável);Conhecimento intermediário em Pacote Office (Desejável);Experiência em elaboração de orçamento (Diferencial); Experiência com ferramentas de gestão de planejamento (Desejável).Informações adicionaisSalário compatível com o mercado;Seguro saúde Unimed + coparticipação;Alimentação / Refeição (Ifood);Seguro de vida.",Águas do Sertão: nosso compromisso é transformar o futuro!,vacancy_type_effective,,False,Santana do Ipanema,Alagoas,Brasil,https://aguasdosertao.gupy.io/job/eyJqb2JJZCI6Njk0ODY5NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,on-site,True
6931622,2024-03-28T23:01:49.822Z,Analista Contábil Pleno - Modelo de trabalho híbrido,"Como Analista Contábil Pleno, você será fundamental para garantir a precisão e conformidade das demonstrações financeiras individuais e consolidadas das empresas do grupo. Suas responsabilidades incluirãoResponsabilidades e atribuições• Elaborar as demonstrações financeiras individuais e consolidadas das empresas do grupo, em compliance com o IFRS e BRGAAP;• Realizar o processo de consolidação contábil/societária;• Calcular e contabilizar as equivalências patrimoniais;• Contabilizar e controlar os arrendamentos mercantis aderentes ao IFRS 16;• Elaborar os mapas de movimentação de imobilizado, intangível e investimentos;• Analisar/Explicar mensalmente as variações patrimoniais;• Prestar atendimento a auditoria externa.Requisitos e qualificações• Graduação completa em Ciências Contábeis;• Conhecimento de CPC/IFRS;• Experiência com aquisições e combinação de negócios;• Pacote office, principalmente em Microsoft Excel;• Conhecimento em SAP.Informações adicionaisConvênio médico;Convênio odontológico;Vale-transporte ou estacionamento gratuito;Vale refeição:Seguro de vida;Máquinas de café a vontade;Gympass;Plano de saúde Pet Flockr;Férias&amp;Co;Day off de aniversário; PPR;Auxílio Creche;",Tecnologia contrata,vacancy_type_effective,,False,São Paulo,São Paulo,Brasil,https://techcontrata.gupy.io/job/eyJqb2JJZCI6NjkzMTYyMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,False,hybrid,True
6937413,2024-03-28T22:47:42.119Z,Analista de Marketing Analytcs Sênior,"O que faz a área de Market Insights na Porto?A área de Market Insights é responsável pelas áreas de CRM/Ciclo de Vida, Inteligência de Mercado, Consumer Insights, Marketing Analytics e Dados de Marketing. Tem o objetivo de investigar e promover conhecimento sobre o consumidor e mercado para contribuir na elaboração de estratégias de marketing e produtos. A área é transversal, atuando em todos os produtos, serviços e canais da Porto Seguro, assim como apoiando a área Institucional para aumentar o valor da marca. A oportunidade é para atuar na liderança de projetos transversais da Porto que se conectam com a gerência de Market Insights.Responsabilidades e atribuiçõesAtuar como PO (Product Owner) de temas transversais à Cia. em assuntos que impactam a VP de Marketing;Atuar com projetos que estão relacionados a estruturação de sistemas e dados, buscando conexão entre sistemas legados e novos, sempre direcionando as prioridades e soluções com a visão e necessidade de negócio de Marketing e Dados;Realizar mapeamento de processos, matriz de impacto, planeamento e acompanhamento, conectando diversas áreas da Porto como Marketing, Dados, TI, Compliance, Jurídico, Negócios, entre outros; Contribuir para a implementação de mentalidade ágil nos projetos;Garantir a definição da Governança dos temas sob sua gestão e a coordenação das várias áreas envolvidas nos projetos;Realizar documentações e apresentações para time do projeto e lideranças;Elaborar e propor processos e procedimentos de forma conjunta com todas as áreas envolvidas no fluxo de leads e vendas digitais;Participar de reuniões de alinhamento estratégicos e táticos com todas áreas envolvidas;Realizar a elaboração e o monitoramento de KPIs que detalhem o desempenho dos temas;Gerar aprendizado e insights que possam melhorar a performance operacional e de negócios;Conectar os processos e propor ações táticas com Ciclo de Vida, CRM e time Comercial.Requisitos e qualificaçõesSuperior completo nas áreas de Administração, Comunicação Social, Ciências da Computação, Economia, Engenharia, Estatística, Marketing, Publicidade e/ ou área correlatas;Conhecimento em estruturação de dados, sistemas e processos;Domínio do Pacote Office (principalmente Excel e PowerPoint avançados);Inglês intermediário (leitura);Boa capacidade de comunicação, trabalho em equipe, flexibilidade e resiliência;Capacidade analítica: pensamento crítico, cruzamento de dados e construção de storytelling;Pensamento lógico e organização.Diferencial:Conhecimento em Data Science (SQL, SAS-Guide, Tableau, R, Pyton e Power BI);Conhecimento em CRM e Marketing Digital;Conhecimento em seguros, saúde Suplementar e/ou produtos financeiros;Conhecimento Gestão de Projetos;Certificação Belt;Experiência com metodologias ágeis.Informações adicionaisBenefícios:Vale Alimentação e Refeição: Seu VR e VA são flexíveis, para que você atenda às suas necessidades e defina a melhor maneira de utilizá-los;Vale-Transporte: Para nos encontrarmos na Porto;Serviços de Transporte: Para o seu conforto e segurança no trajeto até o nosso escritório, disponibilizamos vans nas principais estações de acesso à Porto: Luz, Barra Funda, Santa Cecília e Júlio Prestes;Plano de Saúde, Odontológico e Seguro de Vida: Para que você possa se cuidar, e também cuidar de seus dependentes;Participação nos Lucros - PLR: Pois sabemos que só vamos crescer, se crescermos juntos;Porto em Ação: Programa complementar à PLR, disponibilizando anualmente, até 2025, uma porcentagem de valor do seu salário em ações da Porto;Pais, mães e filhos: Auxílio creche ou babá, para cuidar do seu bem mais precioso;Previdência Privada - PortoPrev: Para você garantir um futuro mais tranquilo;Gympass: Para você possa se exercitar e cuidar da sua saúde física em diversas academias, onde estiver;Bolsa de estudos: Para você começar uma graduação ou que sonha em fazer uma segunda faculdade ou pós-graduação.Cursos de Idiomas: Subsídio para cursos de Inglês e Espanhol;Programa Saúde Integral: Série de benefícios e iniciativas para te apoiar a encontrar equilíbrio de forma integral, através de três pilares: saúde mental, saúde física e saúde financeira;Desconto em Produtos e Serviços: Para que você possa desfrutar dos produtos e serviços deste nosso ecossistema gigante.Modelo de Trabalho: Híbrido (3x2) Pessoa de Seleção responsável pelo processo: Valéria Convento",Porto,vacancy_type_effective,,False,São Paulo,São Paulo,Brasil,https://porto.gupy.io/job/eyJqb2JJZCI6NjkzNzQxMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,hybrid,True
6951542,2024-03-28T22:43:11.855Z,Analista de Desenvolvimento Sênior - Frontend,"Na Bemobi valorizamos o espírito inovador e colaboramos para que pessoas potencializem o seu melhor e, juntos, identificamos afinidades e oportunidades. Se você procura desenvolvimento, desafios e um ótimo ambiente de trabalho, está no lugar certo!Estamos buscando uma pessoa desenvolvedora que vai ter o desafio de trabalhar com equipe multidisciplinar, organizando o frontend com boas práticas de mercado usando reactjs, criando e mantendo portais web e que saiba lidar com autonomia.Criada em 2009 no Brasil como empresa independente, a Bemobi é uma empresa de tecnologia multinacional de capital aberto com escritórios espalhados pelo mundo. Podemos ser considerados pioneiros na distribuição e monetização da venda de aplicativos, jogos e serviços digitais de telefonia celular, viabilizando o acesso a um portfólio amplo e inovador de produtos e serviços a milhões de usuários, por um preço acessível e forma facilitada de pagamento.Nosso modelo de negócios se baseia no tripé canais, serviços e meios de pagamentos suportado pela aplicação do melhor da tecnologia de forma a criar escala e viabilizar o acesso e a cobrança de nossos serviços.Somos GPTW há mais de 5 anos, ou seja, somos considerados uma das Melhores Empresas Para Trabalhar do Brasil. Nossa cultura é bem divertida e leve, de forma que sempre buscamos o bem-estar dos nossos Bemobers.#BeABemober 💙🚀Responsabilidades e atribuiçõesAtuar na reestruturação, criação e manutenção de projeto no FrontEnd;Desenvolver e manter novas funcionalidades em Reactjs, JS, CSS em APIs Rest;Construir pipelines de deploy CI/CD;Transmitir e compartilhar conhecimentos de desenvolvimento de software;Ajudar na definição de novas arquiteturas escaláveis e de alta performance com ReactJs ou tecnologia apropriada para o problema;Garantir responsividade e performance em diversos dispositivos e tamanhos de tela;Organizar e estruturar testes no FrontEnd.Requisitos e qualificaçõesMínimo de 4 anos de experiência com React já em produção;Dominar a linguagem de programação React e seus paradigmas;Criar e implementar componentes reutilizáveis para interfaces interativas em React;Colaborar com o back-end para integrar eficientemente serviços e APIs;Garantir responsividade em diversos dispositivos e tamanhos de tela;Manter-se atualizado com tendências e melhores práticas em React e front-end.Conhecimento em HTML5, CSS3, SASS/LESS;Experiência com design, construção e documentação de APIs;Conhecer GIT;Alguma experiência com serviços da AWS;Ambiente de desenvolvimento com microsserviços;Ter experiência de trabalho com metodologia Sprint e alta produtividade;Criar testes unitários.Diferencial:Conhecimento de backend;Conhecimentos sobre Design System;Conhecimentos, POO, SOLID, Clean Code, Clean Architecture, Domain-Driven Design;.Informações adicionaisRecado importante:Aqui na Bemobi não fazemos ou compactuamos com nenhum tipo de distinção por etnia, credo, gênero, orientação sexual, acessibilidade ou condição social. Temos um compromisso em ter iniciativas internas para fomentar nossa posição, valorizando a diversidade e todos os benefícios que ela oferece. Venha fazer parte do nosso time!Benefícios:VR/VA flex. (mantido durante as férias);Plano de Saúde Bradesco rede nacional (quarto particular) estendido a dependentes sem desconto por beneficiário;Plano odontológico Bradesco;VT conforme necessidade (desconto permitido por lei);Seguro de Vida IcatuSelo GPTW de melhores empresas para se trabalhar no RJ, Brasil e em TI;Day off no dia do aniversárioPolíticas de Horário flexível, Home Office e DressCode (seja você!);Acesso gratuito a todos os nossos produtos (AppsClub, Clube de Descontos, TrueCaller, BTFit e Busuu);Acesso a treinamentos internos e por meio de plataformas digitais 100% gratuitas para colaboradores como UdemyGympassPrograma de reconhecimento interno entre colaboradores ""Bemobucks""Auxílio Home Office",Bemobi,vacancy_type_effective,,True,,,Brasil,https://bemobi.gupy.io/job/eyJqb2JJZCI6Njk1MTU0Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,remote,True
6953517,2024-03-28T22:27:02.024Z,Analista B2B II | Comissionamento BI - Safra Invest ,"A área de Comissionamento BI tem como objetivo apoiar os escritórios de Agente Autônomos Parceiros e clientes internos. Responsabilidades e atribuiçõesApoiar no atendimento aos escritórios de Agente Autônomos parceiros;Apoiar no atendimento aos clientes internos (exemplo: comercial e produtos);Executar rotinas diárias em Visual Studio e SQL.Todas as nossas vagas estão abertas para Pessoas com Deficiência (PCDs). Caso você se enquadre ou conheça alguém com o perfil, junte-se a nós!Requisitos e qualificaçõesEnsino Superior em Contabilidade, Finanças, Adm. Empresas, Economia, Engenharia e/ou correlatas;SQL (obrigatório);Power BI (obrigatório);Python (diferencial).Informações adicionaisTrilhas de capacitação acadêmica e técnica;Oportunidade de encarreiramento;Vale Refeição e Vale Alimentação;Convênio médico e odontológico;Seguro de Vida;PLR (conforme resultados do banco);Condições especiais em nossos produtos financeiros;Licença maternidade estendida;Auxílio Creche / Babá;Gym Pass;J. Safra Clube (descontos em farmácias, lazer, bem estar e saúde, educação, colônia de férias no litoral Sul de São Paulo).",Safra,vacancy_type_effective,2024-05-31T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,https://venhasersafra.gupy.io/job/eyJqb2JJZCI6Njk1MzUxNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,on-site,True
6953492,2024-03-28T22:13:38.699Z,Logística - Analista De Distribuição I (Belo Horizonte/MG) ,"Atualmente a nossa Cultura passa por um processo de transformação e evolução. A nossa história e o nosso jeito de ser são marcados por sonhos grandes que nos trouxeram até aqui e que nos enchem de orgulho! Mas acreditamos que o momento de evoluir é sempre o agora e poder fazer isso junto com a nossa gente é o que torna nossa jornada ainda mais incrível. Nossa cultura honra o passado e hoje também é norteada por 3 principais valores que nos guiam para sermos uma cia cada vez mais inclusiva, diversa, colaborativa, tecnológica e conectada ao futuro do mundo e da nossa plataforma de negócios, são eles: Escuta Ativa, Colaboração e Visão de Longo Prazo, cada um abarcando outras competências que fazem parte do nosso jeito de ser. Nos orgulhamos da nossa capacidade de realização e paixão que nos trouxeram até aqui e para continuarmos a evoluir juntos te convidamos a fazer parte também dessa jornada. Prazer, somos a Ambev e adoraríamos te ter com a gente. Vamos juntos?!Responsabilidades e atribuições A rotina do cargo inclui: -Acompanhar o nível de serviço que estamos prestando ao mercado com relação à entrega, atuando sobre o índice de devolução de produtos no mercado (Rota /AS) e nível de satisfação do clientes com a equipe de entrega; - Realizar interface entre transportadora, clientes e área de vendas; - Realizar rotas acompanhando as equipes de e/ou utilizando as ferramentas de monitoramento da entrega para melhorar os índices de produtividade da frota da área de distribuição; - Fazer fechamento da semana anterior e planejamento semanal; - Realizar reunião semanal com a transportadora e acompanhar reuniões; - Participar da reunião matinal da equipe de entrega Rota; - Acompanhar o fechamento de vendas para iniciar o planejamento da entrega do dia seguinte; - Realizar rotas semanais, assegurando a qualidade da entrega e o nível de serviço prestado; - Realizar análises de indicadores de resultados e de processos; - Promover análises para racionalização de atividades e de recursos; - Implementar programas e projetos; - Elaborar planejamentos de atividades em áreas de sua atuação; - Elaborar e gerir planilhas eletrônicas de controle; - Realizar treinamentos e disseminar métodos de análises; - Resolver chamados SAV/ SAC em aberto na sua área; - Acompanhar as entegas in loco avaliando e orientando a equipe de entrega em questões relacionadas a qualidade, nível de serviço prestado, produtividade e segurança; - Adotar os procedimentos padrões e de melhoria de processos conforme programas de excelência. - Zelar pelos procedimentos de segurança do trabalho, 5S e dos programas de excelência da sua área de atuação.Requisitos e qualificaçõesFormação:Ensino Superior completo (Engenharias, Administração, Direito, Informática(TI), Economia, entre outros).Experiência sugerida:Capacidade analítica;Pacote office intermediário;Conhecimento em Power BI;Boa comunicação.Informações adicionaisHoje na AMBEV nós trabalhamos com os melhores benefícios para você e também para os seus dependentes legais! Aqui na companhia nós conseguimos te proporcionar: Mais cuidado com a sua saúde através de Plano Médico, Odontológico, Telemedicina, Seguro de Vida e GympassSaúde mental com a Telemedicina Dasa e Gente 360Consumir nossos produtos com um super desconto (é isso mesmo, nós temos venda de produtos para funcionários no precinho!)Reuniões de final de ano com a família ainda mais prazerosas, pois oferecemos Cesta de Natal e ainda brinquedo para quem tem filhosProteção financeira com a nossa previdência privadaA possibilidade de você fazer um bom mercado ou comer no restaurante que você gosta com Vale Alimentação ou Refeição, pois você poderá optar por um destes benefíciosO vale transporte é opcional e você pode conferir no modelo da vagaTer a oportunidade de receber um abono assiduidade, que nada mais é do que o 14º salário para nossos colaboradores, um salário extra no ano!Auxílio Creche ou Auxílio babáParticipação dos Lucros da companhia Além de sonhar, se desenvolver, construir e crescer dentro de um ambiente meritocrático e inclusivo e ser capaz de fazer a diferença unindo as pessoas por um mundo melhor!",Ambev,vacancy_type_talent_pool,,False,Belo Horizonte,Minas Gerais,Brasil,https://ambev.gupy.io/job/eyJqb2JJZCI6Njk1MzQ5Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,True,on-site,True
